ImageId,Label
1219,2
1220,2
1221,4
1222,0
1223,8
1224,0
1225,2
1226,7
1227,4
1228,7
1229,7
1230,0
1231,7
1232,2
1233,0
1234,0
1235,4
1236,1
1237,4
1238,2
1239,8
1240,7
1241,4
1242,2
1243,7
1244,2
1245,0
1246,7
1247,1
1248,4
1249,3
1250,3
1251,2
1252,2
1253,0
1254,1
1255,2
1256,2
1257,7
1258,2
1259,2
1260,4
1261,1
1262,7
1263,4
1264,2
1265,2
1266,2
1267,7
1268,3
1269,2
1270,1
1271,1
1272,0
1273,1
1274,6
1275,0
1276,7
1277,0
1278,2
1279,7
1280,2
1281,1
1282,1
1283,7
1284,0
1285,7
1286,1
1287,0
1288,7
1289,3
1290,1
1291,9
1292,3
1293,0
1294,2
1295,2
1296,7
1297,8
1298,8
1299,8
1300,2
1301,0
1302,2
1303,1
1304,1
1305,4
1306,0
1307,7
1308,2
1309,0
1310,4
1311,6
1312,7
1313,3
1314,4
1315,7
1316,0
1317,8
1318,4
1319,7
1320,2
1321,7
1322,2
1323,6
1324,1
1325,2
1326,0
1327,4
1328,2
1329,8
1330,1
1331,4
1332,0
1333,3
1334,1
1335,7
1336,1
1337,4
1338,6
1339,2
1340,2
1341,4
1342,7
1343,1
1344,3
1345,8
1346,0
1347,0
1348,2
1349,1
1350,8
1351,3
1352,0
1353,7
1354,2
1355,4
1356,8
1357,4
1358,8
1359,1
1360,2
1361,7
1362,2
1363,7
1364,8
1365,2
1366,4
1367,0
1368,3
1369,2
1370,1
1371,2
1372,7
1373,0
1374,1
1375,2
1376,0
1377,4
1378,0
1379,7
1380,1
1381,7
1382,4
1383,0
1384,0
1385,7
1386,0
1387,7
1388,8
1389,8
1390,7
1391,2
1392,2
1393,8
1394,7
1395,7
1396,4
1397,7
1398,2
1399,7
1400,9
1401,1
1402,2
1403,7
1404,2
1405,8
1406,4
1407,7
1408,8
1409,8
1410,0
1411,4
1412,2
1413,2
1414,1
1415,1
1416,3
1417,7
1418,2
1419,1
1420,7
1421,7
1422,2
1423,0
1424,0
1425,8
1426,2
1427,5
1428,0
1429,8
1430,8
1431,4
1432,7
1433,1
1434,7
1435,2
1436,2
1437,7
1438,4
1439,7
1440,7
1441,2
1442,4
1443,2
1444,7
1445,7
1446,2
1447,0
1448,1
1449,7
1450,0
1451,8
1452,2
1453,7
1454,0
1455,7
1456,0
1457,8
1458,7
1459,0
1460,2
1461,2
1462,4
1463,2
1464,2
1465,2
1466,2
1467,8
1468,2
1469,7
1470,2
1471,1
1472,0
1473,2
1474,0
1475,7
1476,3
1477,4
1478,4
1479,4
1480,2
1481,2
1482,8
1483,2
1484,4
1485,4
1486,0
1487,7
1488,8
1489,7
1490,2
1491,7
1492,8
1493,2
1494,7
1495,4
1496,0
1497,2
1498,0
1499,9
1500,8
1501,0
1502,1
1503,2
1504,4
1505,2
1506,6
1507,0
1508,2
1509,0
1510,4
1511,7
1512,8
1513,0
1514,4
1515,8
1516,8
1517,8
1518,7
1519,8
1520,7
1521,6
1522,8
1523,7
1524,8
1525,1
1526,8
1527,8
1528,8
1529,2
1530,0
1531,4
1532,2
1533,8
1534,4
1535,0
1536,8
1537,0
1538,1
1539,0
1540,0
1541,1
1542,1
1543,8
1544,2
1545,4
1546,8
1547,7
1548,7
1549,7
1550,4
1551,2
1552,2
1553,1
1554,7
1555,2
1556,4
1557,8
1558,8
1559,7
1560,0
1561,2
1562,7
1563,8
1564,7
1565,2
1566,0
1567,8
1568,8
1569,7
1570,6
1571,8
1572,0
1573,2
1574,7
1575,0
1576,1
1577,2
1578,1
1579,8
1580,2
1581,8
1582,2
1583,2
1584,1
1585,3
1586,2
1587,2
1588,4
1589,2
1590,8
1591,8
1592,6
1593,3
1594,2
1595,2
1596,7
1597,2
1598,2
1599,2
1600,2
1601,0
1602,7
1603,7
1604,2
1605,2
1606,0
1607,8
1608,2
1609,2
1610,2
1611,0
1612,4
1613,8
1614,8
1615,1
1616,3
1617,8
1618,2
1619,1
1620,1
1621,8
1622,0
1623,2
1624,3
1625,8
1626,4
1627,7
1628,6
1629,2
1630,8
1631,2
1632,7
1633,2
1634,2
1635,1
1636,0
1637,7
1638,8
1639,8
1640,8
1641,3
1642,7
1643,7
1644,8
1645,1
1646,4
1647,0
1648,1
1649,0
1650,0
1651,2
1652,7
1653,7
1654,3
1655,2
1656,7
1657,2
1658,2
1659,4
1660,2
1661,2
1662,8
1663,0
1664,1
1665,8
1666,8
1667,6
1668,2
1669,2
1670,2
1671,2
1672,2
1673,4
1674,2
1675,7
1676,2
1677,4
1678,0
1679,1
1680,8
1681,4
1682,4
1683,2
1684,8
1685,8
1686,2
1687,1
1688,3
1689,8
1690,7
1691,2
1692,4
1693,0
1694,2
1695,1
1696,1
1697,4
1698,2
1699,4
1700,0
1701,2
1702,2
1703,0
1704,7
1705,2
1706,4
1707,0
1708,1
1709,0
1710,7
1711,7
1712,2
1713,2
1714,3
1715,4
1716,7
1717,7
1718,0
1719,8
1720,1
1721,4
1722,3
1723,2
1724,3
1725,4
1726,8
1727,1
1728,2
1729,0
1730,7
1731,8
1732,4
1733,2
1734,9
1735,4
1736,0
1737,4
1738,2
1739,1
1740,0
1741,0
1742,2
1743,8
1744,7
1745,3
1746,4
1747,1
1748,0
1749,0
1750,2
1751,7
1752,1
1753,0
1754,8
1755,8
1756,7
1757,0
1758,8
1759,2
1760,0
1761,8
1762,2
1763,7
1764,7
1765,8
1766,2
1767,4
1768,0
1769,8
1770,1
1771,8
1772,2
1773,2
1774,6
1775,8
1776,2
1777,2
1778,2
1779,7
1780,4
1781,8
1782,2
1783,7
1784,0
1785,0
1786,2
1787,2
1788,2
1789,2
1790,2
1791,4
1792,1
1793,7
1794,6
1795,7
1796,2
1797,4
1798,2
1799,0
1800,4
1801,0
1802,4
1803,0
1804,0
1805,4
1806,4
1807,4
1808,8
1809,0
1810,8
1811,2
1812,2
1813,0
1814,5
1815,1
1816,2
1817,4
1818,2
1819,4
1820,8
1821,7
1822,2
1823,1
1824,4
1825,7
1826,7
1827,3
1828,0
1829,4
1830,2
1831,7
1832,0
1833,8
1834,8
1835,1
1836,2
1837,0
1838,4
1839,0
1840,2
1841,2
1842,2
1843,4
1844,4
1845,0
1846,2
1847,7
1848,1
1849,0
1850,2
1851,8
1852,8
1853,8
1854,7
1855,7
1856,4
1857,3
1858,0
1859,2
1860,7
1861,8
1862,1
1863,2
1864,7
1865,1
1866,3
1867,1
1868,2
1869,5
1870,2
1871,4
1872,8
1873,2
1874,0
1875,7
1876,0
1877,2
1878,2
1879,2
1880,7
1881,3
1882,7
1883,7
1884,3
1885,4
1886,4
1887,8
1888,1
1889,7
1890,2
1891,7
1892,7
1893,2
1894,2
1895,0
1896,2
1897,2
1898,6
1899,2
1900,4
1901,0
1902,0
1903,0
1904,3
1905,7
1906,7
1907,2
1908,0
1909,1
1910,3
1911,1
1912,5
1913,0
1914,7
1915,1
1916,7
1917,8
1918,0
1919,2
1920,7
1921,0
1922,0
1923,3
1924,2
1925,8
1926,8
1927,1
1928,4
1929,4
1930,4
1931,2
1932,2
1933,0
1934,4
1935,2
1936,1
1937,1
1938,0
1939,7
1940,8
1941,7
1942,7
1943,0
1944,7
1945,0
1946,8
1947,2
1948,2
1949,0
1950,0
1951,7
1952,4
1953,0
1954,2
1955,7
1956,7
1957,8
1958,0
1959,2
1960,2
1961,5
1962,8
1963,0
1964,8
1965,2
1966,6
1967,1
1968,8
1969,2
1970,0
1971,7
1972,7
1973,7
1974,2
1975,2
1976,4
1977,0
1978,4
1979,2
1980,0
1981,7
1982,7
1983,0
1984,9
1985,0
1986,2
1987,0
1988,1
1989,7
1990,0
1991,7
1992,8
1993,7
1994,8
1995,0
1996,2
1997,4
1998,5
1999,2
2000,7
2001,8
2002,0
2003,1
2004,0
2005,7
2006,2
2007,4
2008,7
2009,7
2010,1
2011,1
2012,7
2013,1
2014,6
2015,2
2016,8
2017,0
2018,8
2019,8
2020,1
2021,0
2022,8
2023,9
2024,0
2025,2
2026,8
2027,8
2028,8
2029,1
2030,7
2031,2
2032,2
2033,8
2034,2
2035,8
2036,2
2037,0
2038,8
2039,2
2040,7
2041,7
2042,8
2043,8
2044,4
2045,4
2046,2
2047,2
2048,0
2049,2
2050,4
2051,0
2052,7
2053,8
2054,6
2055,8
2056,4
2057,4
2058,8
2059,8
2060,2
2061,7
2062,0
2063,7
2064,0
2065,8
2066,7
2067,2
2068,7
2069,1
2070,7
2071,7
2072,4
2073,2
2074,7
2075,3
2076,8
2077,7
2078,0
2079,0
2080,8
2081,2
2082,1
2083,2
2084,8
2085,2
2086,2
2087,3
2088,8
2089,2
2090,0
2091,7
2092,4
2093,3
2094,3
2095,8
2096,2
2097,2
2098,4
2099,7
2100,2
2101,7
2102,3
2103,7
2104,2
2105,0
2106,2
2107,1
2108,4
2109,8
2110,0
2111,2
2112,7
2113,0
2114,2
2115,2
2116,9
2117,0
2118,0
2119,2
2120,1
2121,1
2122,8
2123,0
2124,7
2125,2
2126,2
2127,8
2128,0
2129,2
2130,8
2131,2
2132,7
2133,7
2134,4
2135,1
2136,6
2137,8
2138,1
2139,4
2140,2
2141,0
2142,1
2143,2
2144,8
2145,0
2146,6
2147,0
2148,1
2149,1
2150,4
2151,8
2152,0
2153,8
2154,0
2155,5
2156,0
2157,0
2158,4
2159,0
2160,2
2161,7
2162,1
2163,6
2164,1
2165,3
2166,4
2167,2
2168,1
2169,0
2170,2
2171,8
2172,8
2173,8
2174,0
2175,7
2176,9
2177,6
2178,8
2179,7
2180,7
2181,4
2182,2
2183,0
2184,3
2185,2
2186,2
2187,7
2188,1
2189,7
2190,3
2191,7
2192,7
2193,4
2194,7
2195,3
2196,8
2197,0
2198,7
2199,0
2200,2
2201,1
2202,7
2203,8
2204,2
2205,4
2206,0
2207,8
2208,5
2209,2
2210,8
2211,0
2212,4
2213,2
2214,1
2215,2
2216,2
2217,7
2218,8
2219,7
2220,8
2221,1
2222,0
2223,0
2224,3
2225,0
2226,1
2227,0
2228,2
2229,1
2230,1
2231,4
2232,2
2233,2
2234,1
2235,1
2236,7
2237,7
2238,4
2239,4
2240,0
2241,3
2242,7
2243,2
2244,2
2245,7
2246,4
2247,0
2248,5
2249,6
2250,8
2251,7
2252,4
2253,0
2254,2
2255,7
2256,1
2257,4
2258,2
2259,0
2260,0
2261,4
2262,8
2263,0
2264,0
2265,1
2266,2
2267,0
2268,4
2269,8
2270,0
2271,2
2272,2
2273,4
2274,8
2275,4
2276,4
2277,0
2278,2
2279,2
2280,7
2281,7
2282,0
2283,5
2284,2
2285,6
2286,0
2287,6
2288,2
2289,7
2290,2
2291,0
2292,4
2293,2
2294,1
2295,4
2296,4
2297,5
2298,0
2299,2
2300,7
2301,2
2302,4
2303,0
2304,4
2305,4
2306,4
2307,4
2308,8
2309,1
2310,0
2311,4
2312,0
2313,7
2314,7
2315,0
2316,1
2317,2
2318,0
2319,2
2320,2
2321,2
2322,7
2323,2
2324,0
2325,7
2326,3
2327,4
2328,6
2329,4
2330,0
2331,2
2332,2
2333,2
2334,7
2335,8
2336,7
2337,8
2338,3
2339,7
2340,7
2341,8
2342,0
2343,7
2344,2
2345,2
2346,7
2347,4
2348,2
2349,2
2350,2
2351,7
2352,8
2353,7
2354,7
2355,4
2356,1
2357,8
2358,8
2359,2
2360,2
2361,0
2362,0
2363,2
2364,7
2365,1
2366,8
2367,0
2368,2
2369,0
2370,3
2371,0
2372,8
2373,4
2374,2
2375,1
2376,1
2377,0
2378,7
2379,2
2380,8
2381,6
2382,8
2383,2
2384,2
2385,7
2386,3
2387,2
2388,7
2389,2
2390,2
2391,8
2392,0
2393,0
2394,3
2395,7
2396,1
2397,6
2398,0
2399,8
2400,8
2401,4
2402,2
2403,6
2404,1
2405,7
2406,0
2407,1
2408,2
2409,0
2410,7
2411,7
2412,5
2413,2
2414,4
2415,4
2416,7
2417,8
2418,7
2419,2
2420,2
2421,4
2422,0
2423,0
2424,0
2425,5
2426,7
2427,8
2428,8
2429,4
2430,8
2431,2
2432,0
2433,0
2434,7
2435,1
2436,2
2437,0
2438,7
2439,0
2440,1
2441,8
2442,2
2443,7
2444,8
2445,2
2446,0
2447,8
2448,4
2449,4
2450,1
2451,0
2452,8
2453,4
2454,2
2455,0
2456,0
2457,7
2458,2
2459,7
2460,2
2461,7
2462,0
2463,4
2464,4
2465,8
2466,1
2467,0
2468,8
2469,2
2470,7
2471,7
2472,8
2473,1
2474,7
2475,0
2476,4
2477,8
2478,4
2479,0
2480,8
2481,1
2482,3
2483,7
2484,7
2485,1
2486,7
2487,7
2488,7
2489,7
2490,2
2491,1
2492,2
2493,0
2494,0
2495,7
2496,0
2497,4
2498,2
2499,3
2500,4
2501,8
2502,7
2503,2
2504,4
2505,2
2506,4
2507,4
2508,4
2509,1
2510,4
2511,2
2512,2
2513,1
2514,0
2515,2
2516,7
2517,8
2518,2
2519,0
2520,2
2521,0
2522,2
2523,0
2524,0
2525,2
2526,0
2527,7
2528,8
2529,0
2530,2
2531,6
2532,4
2533,1
2534,0
2535,7
2536,2
2537,7
2538,2
2539,8
2540,1
2541,2
2542,2
2543,0
2544,1
2545,1
2546,4
2547,0
2548,2
2549,8
2550,7
2551,8
2552,2
2553,2
2554,8
2555,2
2556,5
2557,7
2558,2
2559,6
2560,7
2561,9
2562,0
2563,8
2564,1
2565,3
2566,6
2567,0
2568,4
2569,7
2570,4
2571,0
2572,5
2573,2
2574,4
2575,1
2576,0
2577,4
2578,8
2579,0
2580,1
2581,8
2582,8
2583,8
2584,2
2585,7
2586,7
2587,8
2588,4
2589,2
2590,2
2591,7
2592,7
2593,0
2594,8
2595,0
2596,2
2597,2
2598,2
2599,7
2600,0
2601,0
2602,7
2603,2
2604,8
2605,3
2606,2
2607,0
2608,1
2609,2
2610,7
2611,7
2612,2
2613,4
2614,2
2615,2
2616,7
2617,2
2618,2
2619,4
2620,1
2621,4
2622,2
2623,2
2624,2
2625,4
2626,1
2627,4
2628,7
2629,6
2630,0
2631,2
2632,4
2633,4
2634,7
2635,4
2636,7
2637,3
2638,8
2639,2
2640,4
2641,1
2642,2
2643,3
2644,2
2645,7
2646,1
2647,8
2648,4
2649,7
2650,4
2651,1
2652,0
2653,1
2654,7
2655,0
2656,7
2657,3
2658,7
2659,0
2660,9
2661,8
2662,8
2663,0
2664,3
2665,2
2666,7
2667,4
2668,7
2669,7
2670,0
2671,2
2672,2
2673,2
2674,2
2675,4
2676,2
2677,7
2678,0
2679,2
2680,6
2681,2
2682,2
2683,8
2684,4
2685,7
2686,7
2687,1
2688,5
2689,2
2690,3
2691,2
2692,3
2693,1
2694,0
2695,7
2696,0
2697,1
2698,0
2699,7
2700,7
2701,7
2702,4
2703,0
2704,2
2705,8
2706,2
2707,7
2708,2
2709,2
2710,7
2711,7
2712,1
2713,0
2714,0
2715,1
2716,0
2717,2
2718,2
2719,2
2720,7
2721,2
2722,7
2723,8
2724,8
2725,4
2726,2
2727,0
2728,0
2729,1
2730,2
2731,2
2732,8
2733,4
2734,7
2735,2
2736,2
2737,7
2738,8
2739,2
2740,4
2741,7
2742,7
2743,8
2744,1
2745,4
2746,7
2747,0
2748,6
2749,0
2750,6
2751,4
2752,8
2753,1
2754,7
2755,2
2756,8
2757,0
2758,0
2759,2
2760,8
2761,7
2762,8
2763,2
2764,1
2765,2
2766,1
2767,3
2768,2
2769,3
2770,1
2771,0
2772,3
2773,8
2774,6
2775,0
2776,7
2777,2
2778,0
2779,2
2780,1
2781,8
2782,1
2783,2
2784,8
2785,8
2786,8
2787,2
2788,1
2789,7
2790,7
2791,7
2792,2
2793,7
2794,2
2795,1
2796,2
2797,2
2798,8
2799,7
2800,2
2801,4
2802,3
2803,4
2804,0
2805,8
2806,2
2807,0
2808,0
2809,0
2810,9
2811,2
2812,1
2813,7
2814,2
2815,7
2816,2
2817,1
2818,2
2819,1
2820,1
2821,4
2822,8
2823,0
2824,1
2825,2
2826,4
2827,2
2828,1
2829,8
2830,8
2831,8
2832,2
2833,7
2834,2
2835,0
2836,2
2837,2
2838,6
2839,2
2840,8
2841,4
2842,2
2843,1
2844,1
2845,6
2846,2
2847,0
2848,1
2849,7
2850,4
2851,7
2852,2
2853,7
2854,1
2855,7
2856,2
2857,4
2858,0
2859,0
2860,4
2861,4
2862,8
2863,0
2864,1
2865,2
2866,0
2867,0
2868,2
2869,1
2870,3
2871,1
2872,0
2873,4
2874,8
2875,7
2876,0
2877,4
2878,4
2879,5
2880,1
2881,4
2882,7
2883,8
2884,1
2885,7
2886,0
2887,4
2888,2
2889,8
2890,4
2891,8
2892,4
2893,0
2894,2
2895,8
2896,7
2897,4
2898,4
2899,1
2900,8
2901,4
2902,3
2903,2
2904,1
2905,8
2906,0
2907,0
2908,7
2909,8
2910,2
2911,1
2912,2
2913,0
2914,2
2915,7
2916,4
2917,2
2918,0
2919,8
2920,2
2921,2
2922,8
2923,7
2924,7
2925,4
2926,2
2927,7
2928,7
2929,8
2930,0
2931,1
2932,7
2933,7
2934,3
2935,7
2936,8
2937,8
2938,2
2939,0
2940,6
2941,2
2942,7
2943,7
2944,7
2945,7
2946,8
2947,7
2948,7
2949,7
2950,3
2951,7
2952,2
2953,2
2954,9
2955,6
2956,0
2957,7
2958,2
2959,2
2960,2
2961,2
2962,2
2963,7
2964,4
2965,2
2966,2
2967,7
2968,2
2969,2
2970,8
2971,2
2972,2
2973,7
2974,7
2975,7
2976,0
2977,1
2978,1
2979,1
2980,4
2981,2
2982,2
2983,1
2984,7
2985,0
2986,7
2987,7
2988,2
2989,7
2990,8
2991,4
2992,1
2993,7
2994,7
2995,1
2996,2
